  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 -0.3000000E-02 -0.1774552E+04 -0.1774552E+04  0.0000000E+00
 -0.6000000E-02 -0.3545011E+04 -0.3545011E+04  0.0000000E+00
 -0.9000000E-02 -0.5311362E+04 -0.5311362E+04  0.0000000E+00
 -0.1200000E-01 -0.7073588E+04 -0.7073588E+04  0.0000000E+00
 -0.1500000E-01 -0.8831672E+04 -0.8831672E+04  0.0000000E+00
 -0.1800000E-01 -0.1058560E+05 -0.1058560E+05  0.0000000E+00
 -0.2100000E-01 -0.1233535E+05 -0.1233535E+05  0.0000000E+00
 -0.2400000E-01 -0.1408093E+05 -0.1408093E+05  0.0000000E+00
 -0.2700000E-01 -0.1582276E+05 -0.1582276E+05  0.0000000E+00
 -0.3000000E-01 -0.1756318E+05 -0.1756318E+05  0.0000000E+00
 -0.3300000E-01 -0.1931056E+05 -0.1931056E+05  0.0000000E+00
 -0.3600000E-01 -0.2107834E+05 -0.2107834E+05  0.0000000E+00
 -0.3900000E-01 -0.2287160E+05 -0.2287160E+05  0.0000000E+00
 -0.4200000E-01 -0.2468864E+05 -0.2468864E+05  0.0000000E+00
 -0.4500000E-01 -0.2652454E+05 -0.2652454E+05  0.0000000E+00
 -0.4800000E-01 -0.2837417E+05 -0.2837417E+05  0.0000000E+00
 -0.5100000E-01 -0.3023139E+05 -0.3023139E+05  0.0000000E+00
 -0.5400000E-01 -0.3209225E+05 -0.3209225E+05  0.0000000E+00
 -0.5700000E-01 -0.3395465E+05 -0.3395465E+05  0.0000000E+00
 -0.6000000E-01 -0.3581742E+05 -0.3581742E+05  0.0000000E+00
 -0.6300000E-01 -0.3767769E+05 -0.3767769E+05  0.0000000E+00
 -0.6600000E-01 -0.3953237E+05 -0.3953237E+05  0.0000000E+00
 -0.6900000E-01 -0.4137505E+05 -0.4137505E+05  0.0000000E+00
 -0.7200000E-01 -0.4320283E+05 -0.4320283E+05  0.0000000E+00
 -0.7500000E-01 -0.4501092E+05 -0.4501092E+05  0.0000000E+00
 -0.7800000E-01 -0.4679731E+05 -0.4679731E+05  0.0000000E+00
 -0.8100000E-01 -0.4856032E+05 -0.4856032E+05  0.0000000E+00
 -0.8400000E-01 -0.5029755E+05 -0.5029755E+05  0.0000000E+00
 -0.8700000E-01 -0.5200648E+05 -0.5200648E+05  0.0000000E+00
 -0.9000000E-01 -0.5368519E+05 -0.5368519E+05  0.0000000E+00
 -0.9300000E-01 -0.5532964E+05 -0.5532964E+05  0.0000000E+00
 -0.9600000E-01 -0.5694394E+05 -0.5694394E+05  0.0000000E+00
 -0.9900000E-01 -0.5852314E+05 -0.5852314E+05  0.0000000E+00
 -0.1020000E+00 -0.6006798E+05 -0.6006798E+05  0.0000000E+00
 -0.1050000E+00 -0.6157900E+05 -0.6157900E+05  0.0000000E+00
 -0.1080000E+00 -0.6305712E+05 -0.6305712E+05  0.0000000E+00
 -0.1110000E+00 -0.6450169E+05 -0.6450169E+05  0.0000000E+00
 -0.1140000E+00 -0.6590848E+05 -0.6590848E+05  0.0000000E+00
 -0.1170000E+00 -0.6728949E+05 -0.6728949E+05  0.0000000E+00
 -0.1200000E+00 -0.6862505E+05 -0.6862505E+05  0.0000000E+00
 -0.1230000E+00 -0.6994089E+05 -0.6994089E+05  0.0000000E+00
 -0.1260000E+00 -0.7122330E+05 -0.7122330E+05  0.0000000E+00
 -0.1290000E+00 -0.7247436E+05 -0.7247436E+05  0.0000000E+00
 -0.1320000E+00 -0.7368165E+05 -0.7368165E+05  0.0000000E+00
 -0.1350000E+00 -0.7487140E+05 -0.7487140E+05  0.0000000E+00
 -0.1380000E+00 -0.7602921E+05 -0.7602921E+05  0.0000000E+00
 -0.1410000E+00 -0.7713350E+05 -0.7713350E+05  0.0000000E+00
 -0.1440000E+00 -0.7822436E+05 -0.7822436E+05  0.0000000E+00
 -0.1470000E+00 -0.7928867E+05 -0.7928867E+05  0.0000000E+00
 -0.1500000E+00 -0.8032023E+05 -0.8032023E+05  0.0000000E+00
 -0.1530000E+00 -0.8132572E+05 -0.8132572E+05  0.0000000E+00
 -0.1560000E+00 -0.8229969E+05 -0.8229969E+05  0.0000000E+00
 -0.1590000E+00 -0.8322743E+05 -0.8322743E+05  0.0000000E+00
 -0.1620000E+00 -0.8414735E+05 -0.8414735E+05  0.0000000E+00
 -0.1650000E+00 -0.8502255E+05 -0.8502255E+05  0.0000000E+00
 -0.1680000E+00 -0.8585511E+05 -0.8585511E+05  0.0000000E+00
 -0.1710000E+00 -0.8666759E+05 -0.8666759E+05  0.0000000E+00
 -0.1740000E+00 -0.8744037E+05 -0.8744037E+05  0.0000000E+00
 -0.1770000E+00 -0.8817455E+05 -0.8817455E+05  0.0000000E+00
 -0.1800000E+00 -0.8885826E+05 -0.8885826E+05  0.0000000E+00
 -0.1830000E+00 -0.8952102E+05 -0.8952102E+05  0.0000000E+00
 -0.1860000E+00 -0.9013461E+05 -0.9013461E+05  0.0000000E+00
 -0.1890000E+00 -0.9070657E+05 -0.9070657E+05  0.0000000E+00
 -0.1920000E+00 -0.9120986E+05 -0.9120986E+05  0.0000000E+00
 -0.1950000E+00 -0.9168593E+05 -0.9168593E+05  0.0000000E+00
 -0.1980000E+00 -0.9210446E+05 -0.9210446E+05  0.0000000E+00
 -0.2010000E+00 -0.9246893E+05 -0.9246893E+05  0.0000000E+00
 -0.2040000E+00 -0.9280194E+05 -0.9280194E+05  0.0000000E+00
 -0.2070000E+00 -0.9306329E+05 -0.9306329E+05  0.0000000E+00
 -0.2100000E+00 -0.9327995E+05 -0.9327995E+05  0.0000000E+00
 -0.2130000E+00 -0.9342966E+05 -0.9342966E+05  0.0000000E+00
 -0.2160000E+00 -0.9351262E+05 -0.9351262E+05  0.0000000E+00
 -0.2190000E+00 -0.9354772E+05 -0.9354772E+05  0.0000000E+00
 -0.2220000E+00 -0.9346087E+05 -0.9346087E+05  0.0000000E+00
 -0.2250000E+00 -0.9336516E+05 -0.9336516E+05  0.0000000E+00
 -0.2280000E+00 -0.9317926E+05 -0.9317926E+05  0.0000000E+00
 -0.2310000E+00 -0.9294469E+05 -0.9294469E+05  0.0000000E+00
 -0.2340000E+00 -0.9266692E+05 -0.9266692E+05  0.0000000E+00
 -0.2370000E+00 -0.9229722E+05 -0.9229722E+05  0.0000000E+00
 -0.2400000E+00 -0.9178975E+05 -0.9178975E+05  0.0000000E+00
 -0.2430000E+00 -0.9130070E+05 -0.9130070E+05  0.0000000E+00
 -0.2460000E+00 -0.9078650E+05 -0.9078650E+05  0.0000000E+00
 -0.2490000E+00 -0.9019605E+05 -0.9019605E+05  0.0000000E+00
 -0.2520000E+00 -0.8967656E+05 -0.8967656E+05  0.0000000E+00
 -0.2550000E+00 -0.8912113E+05 -0.8912113E+05  0.0000000E+00
 -0.2580000E+00 -0.8858885E+05 -0.8858885E+05  0.0000000E+00
 -0.2610000E+00 -0.8794614E+05 -0.8794614E+05  0.0000000E+00
 -0.2640000E+00 -0.8721552E+05 -0.8721552E+05  0.0000000E+00
 -0.2670000E+00 -0.8640739E+05 -0.8640739E+05  0.0000000E+00
 -0.2700000E+00 -0.8561359E+05 -0.8561359E+05  0.0000000E+00
 -0.2730000E+00 -0.8488430E+05 -0.8488430E+05  0.0000000E+00
 -0.2760000E+00 -0.8414776E+05 -0.8414776E+05  0.0000000E+00
 -0.2790000E+00 -0.8348722E+05 -0.8348722E+05  0.0000000E+00
 -0.2820000E+00 -0.8270087E+05 -0.8270087E+05  0.0000000E+00
 -0.2850000E+00 -0.8199428E+05 -0.8199428E+05  0.0000000E+00
 -0.2880000E+00 -0.8126326E+05 -0.8126326E+05  0.0000000E+00
 -0.2910000E+00 -0.8047298E+05 -0.8047298E+05  0.0000000E+00
 -0.2940000E+00 -0.7966383E+05 -0.7966383E+05  0.0000000E+00
 -0.2970000E+00 -0.7873280E+05 -0.7873280E+05  0.0000000E+00
 -0.3000000E+00 -0.7775881E+05 -0.7775881E+05  0.0000000E+00
 -0.3030000E+00 -0.7682171E+05 -0.7682171E+05  0.0000000E+00
 -0.3060000E+00 -0.7597487E+05 -0.7597487E+05  0.0000000E+00
 -0.3090000E+00 -0.7525463E+05 -0.7525463E+05  0.0000000E+00
 -0.3120000E+00 -0.7455184E+05 -0.7455184E+05  0.0000000E+00
 -0.3150000E+00 -0.7387825E+05 -0.7387825E+05  0.0000000E+00
 -0.3180000E+00 -0.7313357E+05 -0.7313357E+05  0.0000000E+00
 -0.3210000E+00 -0.7232994E+05 -0.7232994E+05  0.0000000E+00
 -0.3240000E+00 -0.7145307E+05 -0.7145307E+05  0.0000000E+00
 -0.3270000E+00 -0.7065204E+05 -0.7065204E+05  0.0000000E+00
 -0.3300000E+00 -0.6983380E+05 -0.6983380E+05  0.0000000E+00
 -0.3330000E+00 -0.6900315E+05 -0.6900315E+05  0.0000000E+00
 -0.3360000E+00 -0.6815454E+05 -0.6815454E+05  0.0000000E+00
 -0.3390000E+00 -0.6731632E+05 -0.6731632E+05  0.0000000E+00
 -0.3420000E+00 -0.6656934E+05 -0.6656934E+05  0.0000000E+00
 -0.3450000E+00 -0.6581468E+05 -0.6581468E+05  0.0000000E+00
 -0.3480000E+00 -0.6507619E+05 -0.6507619E+05  0.0000000E+00
 -0.3510000E+00 -0.6441344E+05 -0.6441344E+05  0.0000000E+00
